"id","idrepository","name","type"
"1609","611bc801ff0b20398c68e344","co.org.elfichero.appelfichero.fragments.RefreshService","CLASS_DECLARATION"
"1610","611bbda0ff0b202f94e7fbf6","view.ToolBar","CLASS_DECLARATION"
"1611","611bc801ff0b20398c68e344","co.org.elfichero.appelfichero.ApplicationTest","CLASS_DECLARATION"
"1612","611bc801ff0b20398c68e344","co.org.elfichero.appelfichero.fragments.GeneroFragment","CLASS_DECLARATION"
"1613","611bc801ff0b20398c68e344","co.org.elfichero.appelfichero.fragments.InicioFragment","CLASS_DECLARATION"
"1614","611bc801ff0b20398c68e344","co.org.elfichero.appelfichero.activities.Carga","CLASS_DECLARATION"
"1615","611bc801ff0b20398c68e344","co.org.elfichero.appelfichero.DbHelper","CLASS_DECLARATION"
"1616","611bc801ff0b20398c68e344","co.org.elfichero.appelfichero.fragments.ActualidadFragment","CLASS_DECLARATION"
"1617","611bc801ff0b20398c68e344","co.org.elfichero.appelfichero.fragments.OpinionFragment","CLASS_DECLARATION"
"1618","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.Popup","CLASS_DECLARATION"
"1619","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathFrameResult","CLASS_DECLARATION"
"1620","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathQuestion","CLASS_DECLARATION"
"1621","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathFrameCondition","CLASS_DECLARATION"
"1622","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathCreate","CLASS_DECLARATION"
"1623","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathFrameSelect","CLASS_DECLARATION"
"1624","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathTest","CLASS_DECLARATION"
"1625","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathFrameStart","CLASS_DECLARATION"
"1626","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathQuestionRem","CLASS_DECLARATION"
"1627","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathCheck","CLASS_DECLARATION"
"1628","611bc803ff0b20398c68e34d","jimmykenmerchant.mathforkids_alpha.SuperMathCheckRem","CLASS_DECLARATION"
"1629","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.AlarmNotificationReceiver","CLASS_DECLARATION"
"1630","611bc9f4ff0b203ecc695e24","com.example.glondhe.todo.ListDataAdapter","CLASS_DECLARATION"
"1631","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.ItemRecord","CLASS_DECLARATION"
"1632","611bc9f4ff0b203ecc695e24","com.example.glondhe.todo.MainActivity","CLASS_DECLARATION"
"1633","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.ItemDetailActivity","CLASS_DECLARATION"
"1634","611bc9f4ff0b203ecc695e24","com.example.glondhe.todo.EditItemActivity","CLASS_DECLARATION"
"1635","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.ItemListAdapter","CLASS_DECLARATION"
"1636","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.ViewHolder","CLASS_DECLARATION"
"1637","611bc9f4ff0b203ecc695e24","com.example.glondhe.todo.MyDBHandler","CLASS_DECLARATION"
"1638","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.SplashScreen","CLASS_DECLARATION"
"1639","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.test.BuildConfig","CLASS_DECLARATION"
"1640","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.ItemListActivity","CLASS_DECLARATION"
"1641","611bc9f4ff0b203ecc695e24","com.example.glondhe.todo.Items","CLASS_DECLARATION"
"1642","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.BuildConfig","CLASS_DECLARATION"
"1643","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.R","CLASS_DECLARATION"
"1644","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.drawable","CLASS_DECLARATION"
"1645","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.attr","CLASS_DECLARATION"
"1646","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.string","CLASS_DECLARATION"
"1647","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.id","CLASS_DECLARATION"
"1648","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.dimen","CLASS_DECLARATION"
"1649","611bc9f4ff0b203ecc695e24","com.example.glondhe.todo.customAdapter","CLASS_DECLARATION"
"1650","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.layout","CLASS_DECLARATION"
"1651","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.menu","CLASS_DECLARATION"
"1652","611bc92eff0b201c54d98a03","willowcheng.postach.io.dailyselfie.style","CLASS_DECLARATION"
"1653","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.slqlitedb.MySQLiteHelper","CLASS_DECLARATION"
"1654","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Builder","CLASS_DECLARATION"
"1655","611bc9f4ff0b203ecc695e24","com.example.glondhe.todo.LayoutHandler","CLASS_DECLARATION"
"1656","611bc9f4ff0b203ecc695e24","com.example.glondhe.todo.ApplicationTest","CLASS_DECLARATION"
"1657","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Address","CLASS_DECLARATION"
"1658","611bc9f5ff0b203ecc695e38","com.support.android.designlibdemo.ViewHolder","CLASS_DECLARATION"
"1659","611bc9f5ff0b203ecc695e38","com.support.android.designlibdemo.CheeseListFragment","CLASS_DECLARATION"
"1660","611bc9f5ff0b203ecc695e38","com.support.android.designlibdemo.SimpleStringRecyclerViewAdapter","CLASS_DECLARATION"
"1661","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.OfficeSpace","CLASS_DECLARATION"
"1662","611bc9f5ff0b203ecc695e38","com.support.android.designlibdemo.Cheeses","CLASS_DECLARATION"
"1663","611bc9f5ff0b203ecc695e38","com.support.android.designlibdemo.Adapter","CLASS_DECLARATION"
"1664","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.slqlitedb.model.User","CLASS_DECLARATION"
"1665","611bc9f5ff0b203ecc695e38","com.support.android.designlibdemo.MainActivity","CLASS_DECLARATION"
"1666","611bc9f5ff0b203ecc695e38","com.support.android.designlibdemo.CheeseDetailActivity","CLASS_DECLARATION"
"1667","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Facility","CLASS_DECLARATION"
"1668","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Building","CLASS_DECLARATION"
"1669","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Job","CLASS_DECLARATION"
"1670","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.SubcontractorManager","CLASS_DECLARATION"
"1671","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.RestAPI","CLASS_DECLARATION"
"1672","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.services.Services","CLASS_DECLARATION"
"1673","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.views.DisplayMenu","CLASS_DECLARATION"
"1674","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.rest.RestHomePageAPI","CLASS_DECLARATION"
"1675","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.slqlitedb.MyDBHandler","CLASS_DECLARATION"
"1676","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Subcontractor","CLASS_DECLARATION"
"1677","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.rest.RestMethods","CLASS_DECLARATION"
"1678","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.views.RegisterActivity","CLASS_DECLARATION"
"1679","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.views.LoginActivity","CLASS_DECLARATION"
"1680","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.slqlitedb.UsersDataSource","CLASS_DECLARATION"
"1681","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.slqlitedb.FeedReaderContract","CLASS_DECLARATION"
"1682","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.slqlitedb.FeedReaderDbHelper","CLASS_DECLARATION"
"1683","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.slqlitedb.FeedUser","CLASS_DECLARATION"
"1684","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.myrestimpl.CallAPI","CLASS_DECLARATION"
"1685","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Level","CLASS_DECLARATION"
"1686","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Tenant","CLASS_DECLARATION"
"1687","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.services.Impl.BuildingServiceImpl","CLASS_DECLARATION"
"1688","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.views.AddBuildingManager","CLASS_DECLARATION"
"1689","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.services.BuildingManagerService","CLASS_DECLARATION"
"1690","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.Item","CLASS_DECLARATION"
"1691","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.repository.rest.RestBuildingManagerAPI","CLASS_DECLARATION"
"1692","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.BuildingManager","CLASS_DECLARATION"
"1693","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.ApplicationTest","CLASS_DECLARATION"
"1694","611bc930ff0b201c54d98a16","com.nkosi.buildingmanteinancefront.model.MantainanceLog","CLASS_DECLARATION"
"1695","611bcaf4ff0b202c7085e3b8","AnonymousListenerDemo","CLASS_DECLARATION"
"1696","611bffc6ff0b2048acafe976","com.imconnect.core.repositories.UsersRepositoryTest","CLASS_DECLARATION"
"1697","611bcaf4ff0b202c7085e3b8","TestButtonIcon","CLASS_DECLARATION"
"1698","611bcaf4ff0b202c7085e3b8","MultipleWindowsDemo","CLASS_DECLARATION"
"1699","611bffc6ff0b2048acafe976","com.imconnect.front.web.controller.IndexController","CLASS_DECLARATION"
"1700","611bffc6ff0b2048acafe976","com.imconnect.front.web.controller.user.UserController","CLASS_DECLARATION"
"1701","611bcaf4ff0b202c7085e3b8","TestPaintComponentPanel","CLASS_DECLARATION"
"1702","611bcaf4ff0b202c7085e3b8","TestPaintComponent","CLASS_DECLARATION"
"1703","611bcaf4ff0b202c7085e3b8","TestSwingCommonFeature","CLASS_DECLARATION"
"1704","611bcaf4ff0b202c7085e3b8","KeyboardPanel","CLASS_DECLARATION"
"1705","611bcaf4ff0b202c7085e3b8","KeyEventDemo","CLASS_DECLARATION"
"1706","611bffc6ff0b2048acafe976","com.imconnect.front.service.security.SecUserDetails","CLASS_DECLARATION"
"1707","611bcaf4ff0b202c7085e3b8","ButtonListener","CLASS_DECLARATION"
"1708","611bcaf4ff0b202c7085e3b8","DetectSourceDemo","CLASS_DECLARATION"
"1709","611bffc6ff0b2048acafe976","com.imconnect.front.service.security.SecUserDetailsService","CLASS_DECLARATION"
"1710","611bffc6ff0b2048acafe976","com.imconnect.front.exception.PseudoInUseException","CLASS_DECLARATION"
"1711","611bcaf4ff0b202c7085e3b8","ControlCircle","CLASS_DECLARATION"
"1712","611bcaf4ff0b202c7085e3b8","ShrinkListener","CLASS_DECLARATION"
"1713","611bcaf4ff0b202c7085e3b8","CirclePanel","CLASS_DECLARATION"
"1714","611bffc6ff0b2048acafe976","com.imconnect.core.config.DefaultConfig","CLASS_DECLARATION"
"1715","611bffc6ff0b2048acafe976","com.imconnect.core.repositories.user.UserRepository","CLASS_DECLARATION"
"1716","611bcaf4ff0b202c7085e3b8","EnlargeListener","CLASS_DECLARATION"
"1717","611bffc6ff0b2048acafe976","com.imconnect.core.config.MongoDbConfig","CLASS_DECLARATION"
"1718","611bcaf4ff0b202c7085e3b8","JTextAreaDemo","CLASS_DECLARATION"
"1719","611bcaf4ff0b202c7085e3b8","DescriptionPanel","CLASS_DECLARATION"
"1720","611bffc6ff0b2048acafe976","com.imconnect.front.config.WebMvcConfig","CLASS_DECLARATION"
"1721","611bcaf4ff0b202c7085e3b8","ListDemo","CLASS_DECLARATION"
"1722","611bcaf4ff0b202c7085e3b8","TestJLabel","CLASS_DECLARATION"
"1723","611bcaf4ff0b202c7085e3b8","CheckBoxDemo","CLASS_DECLARATION"
"1724","611bffc6ff0b2048acafe976","com.imconnect.core.config.MongoDbTestConfig","CLASS_DECLARATION"
"1725","611bffc6ff0b2048acafe976","com.imconnect.front.web.controller.HelloController","CLASS_DECLARATION"
"1726","611bcaf4ff0b202c7085e3b8","MessagePanel","CLASS_DECLARATION"
"1727","611bffc6ff0b2048acafe976","com.imconnect.front.web.controller.LoginController","CLASS_DECLARATION"
"1728","611bffc6ff0b2048acafe976","com.imconnect.core.repositories.user.CustomUserRepository","CLASS_DECLARATION"
"1729","611bffc6ff0b2048acafe976","com.imconnect.core.repositories.user.UserRepositoryImpl","CLASS_DECLARATION"
"1730","611bffc6ff0b2048acafe976","com.imconnect.core.repositories.util.SequenceId","CLASS_DECLARATION"
"1731","611bffc6ff0b2048acafe976","com.imconnect.front.config.core.SpringMvcInitializer","CLASS_DECLARATION"
"1732","611bcaf4ff0b202c7085e3b8","TestFigurePanel","CLASS_DECLARATION"
"1733","611bffc6ff0b2048acafe976","com.imconnect.core.repositories.util.SequenceRepository","CLASS_DECLARATION"
"1734","611bcaf4ff0b202c7085e3b8","FigurePanel","CLASS_DECLARATION"
"1735","611bffc6ff0b2048acafe976","com.imconnect.front.service.user.UserService","CLASS_DECLARATION"
"1736","611bcaf4ff0b202c7085e3b8","SliderDemo","CLASS_DECLARATION"
"1737","611bcaf4ff0b202c7085e3b8","MovableMessagePanel","CLASS_DECLARATION"
"1738","611bcaf4ff0b202c7085e3b8","MouseMessageDemo","CLASS_DECLARATION"
"1739","611bffc6ff0b2048acafe976","com.imconnect.front.config.core.SpringSecurityInitializer","CLASS_DECLARATION"
"1740","611bffc6ff0b2048acafe976","com.imconnect.front.config.AppInitializer","CLASS_DECLARATION"
"1741","611bffc6ff0b2048acafe976","com.imconnect.front.vo.UserListVO","CLASS_DECLARATION"
"1742","611bcaf4ff0b202c7085e3b8","DisplayImage","CLASS_DECLARATION"
"1743","611bcaf4ff0b202c7085e3b8","ImagePanel","CLASS_DECLARATION"
"1744","611bcaf4ff0b202c7085e3b8","ComboBoxDemo","CLASS_DECLARATION"
"1745","611bffc6ff0b2048acafe976","com.imconnect.core.repositories.util.SequenceException","CLASS_DECLARATION"
"1746","611bcaf4ff0b202c7085e3b8","TestException","CLASS_DECLARATION"
"1747","611bcaf4ff0b202c7085e3b8","TestLayout","CLASS_DECLARATION"
"1748","611bffc6ff0b2048acafe976","com.imconnect.front.config.SecurityConfig","CLASS_DECLARATION"
"1749","611bcaf4ff0b202c7085e3b8","Loan","CLASS_DECLARATION"
"1750","611bffc6ff0b2048acafe976","com.imconnect.core.model.user.User","CLASS_DECLARATION"
"1751","611bcaf4ff0b202c7085e3b8","LoanCalculation","CLASS_DECLARATION"
"1752","611bcaf4ff0b202c7085e3b8","ButtonDemo","CLASS_DECLARATION"
"1753","611bffc6ff0b2048acafe976","com.imconnect.core.repositories.util.SequenceRepositoryImpl","CLASS_DECLARATION"
"1754","611bcaf4ff0b202c7085e3b8","TestComparable","CLASS_DECLARATION"
"1755","611bffc6ff0b2048acafe976","com.imconnect.front.web.controller.HomeController","CLASS_DECLARATION"
"1756","611bcaf4ff0b202c7085e3b8","JTextFieldDemo","CLASS_DECLARATION"
"1757","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.ImmersiveTitleBar","CLASS_DECLARATION"
"1758","611bcaf4ff0b202c7085e3b8","RadioButtonDemo","CLASS_DECLARATION"
"1759","611bcaf4ff0b202c7085e3b8","ScrollBarDemo","CLASS_DECLARATION"
"1760","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.utils.PropertyUtils","CLASS_DECLARATION"
"1761","611bcaf4ff0b202c7085e3b8","Histogram","CLASS_DECLARATION"
"1762","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.demo.DemoActivity2","CLASS_DECLARATION"
"1763","611bcaf4ff0b202c7085e3b8","TestWindowEvent","CLASS_DECLARATION"
"1764","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.demo.DemoActivity3","CLASS_DECLARATION"
"1765","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.utils.ViewUtils","CLASS_DECLARATION"
"1766","611bcaf4ff0b202c7085e3b8","ArcsPanel","CLASS_DECLARATION"
"1767","611bcaf4ff0b202c7085e3b8","DrawArcs","CLASS_DECLARATION"
"1768","611bcaf4ff0b202c7085e3b8","TestImageIcon","CLASS_DECLARATION"
"1769","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.ScrollAnimInterface","CLASS_DECLARATION"
"1770","611bcaf4ff0b202c7085e3b8","TestPanels","CLASS_DECLARATION"
"1771","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.CustomTitleBar","CLASS_DECLARATION"
"1772","611bcaf4ff0b202c7085e3b8","TestWindowAdapter","CLASS_DECLARATION"
"1773","611bcaf4ff0b202c7085e3b8","PolygonLinePanel","CLASS_DECLARATION"
"1774","611bcaf4ff0b202c7085e3b8","DrawPolygonLine","CLASS_DECLARATION"
"1775","611bcaf4ff0b202c7085e3b8","GetFont","CLASS_DECLARATION"
"1776","611bcaf4ff0b202c7085e3b8","TestMouseListener","CLASS_DECLARATION"
"1777","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.ExtendRelativeLayout","CLASS_DECLARATION"
"1778","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.demo.DemoActivity","CLASS_DECLARATION"
"1779","611bcaf4ff0b202c7085e3b8","MouseListnerPanel","CLASS_DECLARATION"
"1780","611bffc8ff0b2048acafe98e","cn.zhaiyifan.interestingtitlebar.utils.CompatibilityUtil","CLASS_DECLARATION"
"1781","611bcaf4ff0b202c7085e3b8","TestMessagePanel","CLASS_DECLARATION"
"1782","611bcaf4ff0b202c7085e3b8","FontMetricsPanel","CLASS_DECLARATION"
"1783","611bcaf4ff0b202c7085e3b8","TestFontMetrics","CLASS_DECLARATION"
"1784","611bcaf5ff0b202c7085e3cd","rubiks.FullValidTest","CLASS_DECLARATION"
"1785","611bcaf5ff0b202c7085e3cd","rubiks.CornerParityTest","CLASS_DECLARATION"
"1786","611bcaf5ff0b202c7085e3cd","rubiks.PermutationParityTest","CLASS_DECLARATION"
"1787","611bcaf5ff0b202c7085e3cd","rubiks.RubiksCube","CLASS_DECLARATION"
"1788","611c01b6ff0b202b8c06ca05","kaaass.es2k.mission.MailMission","CLASS_DECLARATION"
"1789","611c01b6ff0b202b8c06ca05","kaaass.es2k.mission.MissionManager","CLASS_DECLARATION"
"1790","611c01b6ff0b202b8c06ca05","kaaass.es2k.crashreport.ErrorUtil","CLASS_DECLARATION"
"1791","611c01b6ff0b202b8c06ca05","kaaass.es2k.Main","CLASS_DECLARATION"
