"id","idmethods","name"
"534","15416","COMPLEX_METHOD"
"535","15418","COMPLEX_METHOD"
"536","15418","LONG_METHOD"
"537","15431","BRAIN_METHOD"
"538","15431","COMPLEX_METHOD"
"539","15431","LONG_METHOD"
"540","15471","COMPLEX_METHOD"
"541","15471","LONG_METHOD"
"542","15494","COMPLEX_METHOD"
"543","15494","LONG_METHOD"
"544","15542","COMPLEX_METHOD"
"545","15586","COMPLEX_METHOD"
"546","15586","LONG_METHOD"
"547","15601","COMPLEX_METHOD"
"548","15601","LONG_METHOD"
"549","15610","COMPLEX_METHOD"
"550","15610","LONG_METHOD"
"551","15772","LONG_METHOD"
"552","15788","BRAIN_METHOD"
"553","15788","COMPLEX_METHOD"
"554","15788","LONG_METHOD"
"555","16159","COMPLEX_METHOD"
"556","16163","LONG_METHOD"
"557","16192","COMPLEX_METHOD"
"558","16192","LONG_METHOD"
"559","16192","BRAIN_METHOD"
"560","16195","COMPLEX_METHOD"
"561","16195","LONG_METHOD"
"562","16195","BRAIN_METHOD"
"563","16199","COMPLEX_METHOD"
"564","16207","COMPLEX_METHOD"
"565","16211","COMPLEX_METHOD"
"566","16344","LONG_METHOD"
"567","16359","LONG_METHOD"
"568","16369","COMPLEX_METHOD"
"569","16393","LONG_METHOD"
"570","16416","LONG_METHOD"
"571","16416","COMPLEX_METHOD"
"572","16438","LONG_METHOD"
"573","16438","COMPLEX_METHOD"
"574","16448","LONG_METHOD"
"575","16448","COMPLEX_METHOD"
"576","16509","LONG_METHOD"
"577","16544","LONG_METHOD"
"578","16544","COMPLEX_METHOD"
"579","16573","LONG_METHOD"
"580","16573","COMPLEX_METHOD"
"581","16580","COMPLEX_METHOD"
"582","16606","COMPLEX_METHOD"
"583","16648","BRAIN_METHOD"
"584","16648","LONG_METHOD"
"585","16648","COMPLEX_METHOD"
"586","16666","LONG_METHOD"
"587","16666","COMPLEX_METHOD"
"588","16673","COMPLEX_METHOD"
"589","16687","LONG_METHOD"
"590","16724","LONG_METHOD"
"591","16735","BRAIN_METHOD"
"592","16735","LONG_METHOD"
"593","16735","COMPLEX_METHOD"
"594","16774","BRAIN_METHOD"
"595","16774","LONG_METHOD"
"596","16774","COMPLEX_METHOD"
"597","16776","COMPLEX_METHOD"
"598","16786","LONG_METHOD"
"599","16786","COMPLEX_METHOD"
"600","16794","COMPLEX_METHOD"
"601","16802","COMPLEX_METHOD"
"602","16834","COMPLEX_METHOD"
"603","16869","COMPLEX_METHOD"
"604","16872","COMPLEX_METHOD"
"605","16902","COMPLEX_METHOD"
"606","16905","LONG_METHOD"
"607","16917","LONG_METHOD"
"608","16991","LONG_METHOD"
"609","17013","LONG_METHOD"
"610","17013","COMPLEX_METHOD"
"611","17025","COMPLEX_METHOD"
"612","17027","COMPLEX_METHOD"
"613","17032","COMPLEX_METHOD"
"614","17037","LONG_METHOD"
"615","17039","LONG_METHOD"
"616","17051","LONG_METHOD"
"617","17075","LONG_METHOD"
"618","17168","LONG_METHOD"
"619","17168","COMPLEX_METHOD"
"620","17370","LONG_METHOD"
"621","17432","COMPLEX_METHOD"
"622","17482","LONG_METHOD"
"623","17482","COMPLEX_METHOD"
"624","17513","LONG_METHOD"
"625","17513","COMPLEX_METHOD"
"626","17519","COMPLEX_METHOD"
"627","17529","LONG_METHOD"
"628","17529","COMPLEX_METHOD"
"629","17533","LONG_METHOD"
"630","17533","COMPLEX_METHOD"
"631","17550","LONG_METHOD"
"632","17550","COMPLEX_METHOD"
"633","17566","LONG_METHOD"
"634","17591","LONG_METHOD"
"635","17591","COMPLEX_METHOD"
"636","17614","COMPLEX_METHOD"
"637","17638","LONG_METHOD"
"638","17718","LONG_METHOD"
"639","17718","COMPLEX_METHOD"
"640","17733","LONG_METHOD"
"641","17733","BRAIN_METHOD"
"642","17733","COMPLEX_METHOD"
"643","17827","LONG_METHOD"
"644","17827","COMPLEX_METHOD"
"645","17834","LONG_METHOD"
"646","17834","COMPLEX_METHOD"
"647","17834","BRAIN_METHOD"
"648","17837","COMPLEX_METHOD"
"649","17856","LONG_METHOD"
"650","17856","COMPLEX_METHOD"
"651","17864","LONG_METHOD"
"652","17864","COMPLEX_METHOD"
"653","17864","BRAIN_METHOD"
"654","17876","COMPLEX_METHOD"
"655","17912","COMPLEX_METHOD"
"656","17917","LONG_METHOD"
"657","17917","BRAIN_METHOD"
"658","17917","COMPLEX_METHOD"
"659","17922","COMPLEX_METHOD"
"660","17934","COMPLEX_METHOD"
"661","17938","LONG_METHOD"
"662","17938","COMPLEX_METHOD"
"663","17939","LONG_METHOD"
"664","17939","BRAIN_METHOD"
"665","17939","COMPLEX_METHOD"
"666","17946","LONG_METHOD"
"667","17946","COMPLEX_METHOD"
"668","17988","LONG_METHOD"
"669","17988","COMPLEX_METHOD"
"670","17997","COMPLEX_METHOD"
"671","17999","COMPLEX_METHOD"
"672","18011","LONG_METHOD"
"673","18011","COMPLEX_METHOD"
"674","18011","BRAIN_METHOD"
"675","18263","COMPLEX_METHOD"
"676","18415","COMPLEX_METHOD"
"677","18420","COMPLEX_METHOD"
"678","18459","COMPLEX_METHOD"
"679","18718","FEATURE_ENVY"
"680","18770","COMPLEX_METHOD"
"681","18839","COMPLEX_METHOD"
"682","18844","COMPLEX_METHOD"
"683","18844","LONG_METHOD"
"684","19047","COMPLEX_METHOD"
"685","19047","LONG_METHOD"
"686","19083","COMPLEX_METHOD"
"687","19083","LONG_METHOD"
"688","19102","LONG_METHOD"
"689","19351","COMPLEX_METHOD"
"690","19452","COMPLEX_METHOD"
"691","19463","LONG_METHOD"
"692","19555","COMPLEX_METHOD"
"693","19662","COMPLEX_METHOD"
"694","19668","COMPLEX_METHOD"
"695","19793","COMPLEX_METHOD"
"696","19831","COMPLEX_METHOD"
"697","19868","COMPLEX_METHOD"
"698","19873","COMPLEX_METHOD"
"699","19873","LONG_METHOD"
"700","19915","COMPLEX_METHOD"
"701","19915","LONG_METHOD"
"702","19944","COMPLEX_METHOD"
"703","19944","LONG_METHOD"
"704","19956","LONG_METHOD"
"705","19982","FEATURE_ENVY"
"706","20032","FEATURE_ENVY"
"707","20079","COMPLEX_METHOD"
"708","20079","LONG_METHOD"
"709","20083","COMPLEX_METHOD"
"710","20083","LONG_METHOD"
"711","20083","BRAIN_METHOD"
"712","20098","LONG_METHOD"
"713","20107","LONG_METHOD"
"714","20292","COMPLEX_METHOD"
"715","20536","COMPLEX_METHOD"
"716","20602","COMPLEX_METHOD"
"717","20602","LONG_METHOD"
"718","20606","LONG_METHOD"
"719","20637","COMPLEX_METHOD"
"720","20664","COMPLEX_METHOD"
"721","20664","LONG_METHOD"
"722","20669","LONG_METHOD"
"723","20690","COMPLEX_METHOD"
"724","20705","LONG_METHOD"
"725","20760","COMPLEX_METHOD"
"726","20768","COMPLEX_METHOD"
"727","20813","LONG_METHOD"
"728","20813","COMPLEX_METHOD"
"729","20829","LONG_METHOD"
"730","20857","LONG_METHOD"
"731","20881","LONG_METHOD"
"732","20968","COMPLEX_METHOD"
"733","20968","LONG_METHOD"
"734","20968","BRAIN_METHOD"
"735","21009","COMPLEX_METHOD"
"736","21207","COMPLEX_METHOD"
"737","21220","COMPLEX_METHOD"
"738","21247","COMPLEX_METHOD"
"739","21247","LONG_METHOD"
"740","21259","COMPLEX_METHOD"
"741","21281","COMPLEX_METHOD"
"742","21281","LONG_METHOD"
"743","21313","COMPLEX_METHOD"
"744","21335","COMPLEX_METHOD"
"745","21342","COMPLEX_METHOD"
"746","21342","LONG_METHOD"
"747","21347","COMPLEX_METHOD"
"748","21357","COMPLEX_METHOD"
"749","21413","COMPLEX_METHOD"
"750","21571","COMPLEX_METHOD"
"751","21789","FEATURE_ENVY"
"752","22164","LONG_METHOD"
"753","22164","COMPLEX_METHOD"
"754","22243","LONG_METHOD"
"755","22347","LONG_METHOD"
"756","22362","LONG_METHOD"
"757","22573","LONG_METHOD"
"758","22576","BRAIN_METHOD"
"759","22576","LONG_METHOD"
"760","22627","LONG_METHOD"
"761","22678","LONG_METHOD"
"762","22678","COMPLEX_METHOD"
"763","22678","BRAIN_METHOD"
"764","22758","COMPLEX_METHOD"
"765","22758","BRAIN_METHOD"
"766","22758","LONG_METHOD"
"767","22767","LONG_METHOD"
"768","22767","COMPLEX_METHOD"
"769","22790","COMPLEX_METHOD"
"770","22792","COMPLEX_METHOD"
"771","22794","COMPLEX_METHOD"
"772","22794","LONG_METHOD"
"773","22800","COMPLEX_METHOD"
"774","22804","COMPLEX_METHOD"
"775","22804","LONG_METHOD"
"776","22806","COMPLEX_METHOD"
"777","22806","LONG_METHOD"
"778","22851","LONG_METHOD"
"779","22873","COMPLEX_METHOD"
"780","22877","COMPLEX_METHOD"
"781","22890","COMPLEX_METHOD"
"782","22906","COMPLEX_METHOD"
"783","22906","LONG_METHOD"
"784","22914","LONG_METHOD"
"785","22918","LONG_METHOD"
"786","22996","COMPLEX_METHOD"
"787","23006","LONG_METHOD"
"788","23006","COMPLEX_METHOD"
"789","23039","LONG_METHOD"
"790","23039","COMPLEX_METHOD"
"791","23127","LONG_METHOD"
"792","23254","COMPLEX_METHOD"
"793","23295","COMPLEX_METHOD"
"794","23295","LONG_METHOD"
"795","23307","COMPLEX_METHOD"
"796","23329","BRAIN_METHOD"
"797","23329","LONG_METHOD"
"798","23329","COMPLEX_METHOD"
"799","23333","LONG_METHOD"
"800","23336","LONG_METHOD"
"801","23344","COMPLEX_METHOD"
"802","23344","LONG_METHOD"
"803","23344","BRAIN_METHOD"
"804","23381","LONG_METHOD"
"805","23381","COMPLEX_METHOD"
"806","23404","BRAIN_METHOD"
"807","23404","LONG_METHOD"
"808","23404","COMPLEX_METHOD"
"809","23445","COMPLEX_METHOD"
"810","23542","COMPLEX_METHOD"
"811","23551","COMPLEX_METHOD"
"812","23551","LONG_METHOD"
"813","23604","LONG_METHOD"
"814","23629","COMPLEX_METHOD"
"815","23720","LONG_METHOD"
"816","23720","COMPLEX_METHOD"
"817","23734","LONG_METHOD"
"818","23749","LONG_METHOD"
"819","23768","LONG_METHOD"
"820","23780","BRAIN_METHOD"
"821","23780","LONG_METHOD"
"822","23780","COMPLEX_METHOD"
"823","23905","LONG_METHOD"
"824","24020","COMPLEX_METHOD"
"825","24020","LONG_METHOD"
"826","24020","BRAIN_METHOD"
"827","24077","LONG_METHOD"
"828","24185","COMPLEX_METHOD"
"829","24185","LONG_METHOD"
"830","24253","COMPLEX_METHOD"
"831","24253","LONG_METHOD"
"832","24286","COMPLEX_METHOD"
"833","24318","COMPLEX_METHOD"
"834","24343","COMPLEX_METHOD"
"835","24401","LONG_METHOD"
"836","24401","COMPLEX_METHOD"
"837","24402","LONG_METHOD"
"838","24421","LONG_METHOD"
"839","24421","COMPLEX_METHOD"
"840","24439","COMPLEX_METHOD"
"841","24452","COMPLEX_METHOD"
"842","24469","BRAIN_METHOD"
"843","24468","COMPLEX_METHOD"
"844","24469","LONG_METHOD"
"845","24469","COMPLEX_METHOD"
"846","24470","COMPLEX_METHOD"
"847","24477","BRAIN_METHOD"
"848","24477","LONG_METHOD"
"849","24477","COMPLEX_METHOD"
"850","24566","LONG_METHOD"
"851","24569","LONG_METHOD"
"852","24613","COMPLEX_METHOD"
"853","24745","COMPLEX_METHOD"
"854","24839","LONG_METHOD"
"855","25063","COMPLEX_METHOD"
"856","25085","COMPLEX_METHOD"
"857","25085","LONG_METHOD"
"858","25297","LONG_METHOD"
"859","25310","COMPLEX_METHOD"
"860","25310","LONG_METHOD"
"861","25310","BRAIN_METHOD"
"862","25351","COMPLEX_METHOD"
"863","25351","LONG_METHOD"
"864","25351","BRAIN_METHOD"
"865","25359","COMPLEX_METHOD"
"866","25359","LONG_METHOD"
"867","25359","BRAIN_METHOD"
"868","25378","LONG_METHOD"
"869","25391","COMPLEX_METHOD"
"870","25409","COMPLEX_METHOD"
"871","25409","LONG_METHOD"
"872","25409","BRAIN_METHOD"
"873","25417","COMPLEX_METHOD"
"874","25420","LONG_METHOD"
"875","25445","COMPLEX_METHOD"
"876","25447","COMPLEX_METHOD"
"877","25457","LONG_METHOD"
"878","25457","BRAIN_METHOD"
"879","25476","COMPLEX_METHOD"
"880","25476","LONG_METHOD"
"881","25476","BRAIN_METHOD"
"882","25520","LONG_METHOD"
"883","25541","COMPLEX_METHOD"
"884","25541","LONG_METHOD"
"885","25557","COMPLEX_METHOD"
"886","25557","LONG_METHOD"
"887","25557","BRAIN_METHOD"
"888","25574","COMPLEX_METHOD"
"889","25574","LONG_METHOD"
"890","25602","COMPLEX_METHOD"
"891","25602","LONG_METHOD"
"892","25602","BRAIN_METHOD"
"893","25606","LONG_METHOD"
"894","25606","BRAIN_METHOD"
"895","25677","LONG_METHOD"
"896","25683","LONG_METHOD"
"897","25683","COMPLEX_METHOD"
"898","25686","COMPLEX_METHOD"
"899","25738","LONG_METHOD"
"900","25757","BRAIN_METHOD"
"901","25757","LONG_METHOD"
"902","25757","COMPLEX_METHOD"
"903","25764","LONG_METHOD"
"904","25764","COMPLEX_METHOD"
"905","25802","BRAIN_METHOD"
"906","25802","LONG_METHOD"
"907","25802","COMPLEX_METHOD"
"908","25814","COMPLEX_METHOD"
"909","25823","COMPLEX_METHOD"
"910","25829","BRAIN_METHOD"
"911","25829","LONG_METHOD"
"912","25829","COMPLEX_METHOD"
"913","25832","COMPLEX_METHOD"
"914","25852","LONG_METHOD"
"915","25853","LONG_METHOD"
"916","25853","COMPLEX_METHOD"
"917","25866","COMPLEX_METHOD"
"918","25866","LONG_METHOD"
"919","25866","BRAIN_METHOD"
"920","25880","COMPLEX_METHOD"
"921","25907","LONG_METHOD"
"922","25948","COMPLEX_METHOD"
"923","25956","LONG_METHOD"
"924","25956","COMPLEX_METHOD"
"925","25960","LONG_METHOD"
"926","25960","COMPLEX_METHOD"
"927","25966","COMPLEX_METHOD"
"928","25972","BRAIN_METHOD"
"929","25972","LONG_METHOD"
"930","25972","COMPLEX_METHOD"
"931","25975","COMPLEX_METHOD"
"932","26269","COMPLEX_METHOD"
"933","26315","COMPLEX_METHOD"
"934","26330","COMPLEX_METHOD"
"935","26396","COMPLEX_METHOD"
"936","26400","COMPLEX_METHOD"
"937","26448","COMPLEX_METHOD"
"938","26502","COMPLEX_METHOD"
"939","26584","LONG_METHOD"
"940","26613","COMPLEX_METHOD"
"941","26398","COMPLEX_METHOD"
"942","26644","COMPLEX_METHOD"
"943","26661","COMPLEX_METHOD"
"944","26664","COMPLEX_METHOD"
"945","26681","LONG_METHOD"
"946","26711","BRAIN_METHOD"
"947","26711","LONG_METHOD"
"948","26711","COMPLEX_METHOD"
"949","26722","COMPLEX_METHOD"
"950","26740","COMPLEX_METHOD"
"951","26784","COMPLEX_METHOD"
"952","26784","LONG_METHOD"
"953","26825","COMPLEX_METHOD"
"954","26834","LONG_METHOD"
"955","26834","COMPLEX_METHOD"
"956","26844","COMPLEX_METHOD"
"957","26855","COMPLEX_METHOD"
"958","26885","BRAIN_METHOD"
"959","26885","LONG_METHOD"
"960","26885","COMPLEX_METHOD"
"961","26939","COMPLEX_METHOD"
"962","27026","COMPLEX_METHOD"
"963","27128","COMPLEX_METHOD"
"964","27196","COMPLEX_METHOD"
"965","27198","COMPLEX_METHOD"
"966","27206","LONG_METHOD"
"967","27213","COMPLEX_METHOD"
"968","27213","BRAIN_METHOD"
"969","27213","LONG_METHOD"
"970","27227","COMPLEX_METHOD"
"971","27394","FEATURE_ENVY"
"972","27425","COMPLEX_METHOD"
"973","27442","COMPLEX_METHOD"
"974","27448","LONG_METHOD"
"975","27448","BRAIN_METHOD"
"976","27448","COMPLEX_METHOD"
"977","27455","COMPLEX_METHOD"
"978","27518","COMPLEX_METHOD"
"979","27572","LONG_METHOD"
"980","27592","COMPLEX_METHOD"
"981","27629","LONG_METHOD"
"982","27629","FEATURE_ENVY"
"983","27644","LONG_METHOD"
"984","27644","COMPLEX_METHOD"
"985","27681","LONG_METHOD"
"986","27681","BRAIN_METHOD"
"987","27681","COMPLEX_METHOD"
"988","27729","LONG_METHOD"
"989","27729","COMPLEX_METHOD"
"990","27743","COMPLEX_METHOD"
"991","27758","LONG_METHOD"
"992","27888","LONG_METHOD"
"993","27888","COMPLEX_METHOD"
"994","27950","LONG_METHOD"
"995","27950","COMPLEX_METHOD"
"996","27988","COMPLEX_METHOD"
"997","28076","COMPLEX_METHOD"
"998","28114","COMPLEX_METHOD"
"999","28114","LONG_METHOD"
"1000","28114","BRAIN_METHOD"
"1001","28122","LONG_METHOD"
"1002","28122","COMPLEX_METHOD"
"1003","28130","LONG_METHOD"
"1004","28201","COMPLEX_METHOD"
"1005","28246","COMPLEX_METHOD"
"1006","28258","COMPLEX_METHOD"
"1007","28288","COMPLEX_METHOD"
"1008","28321","COMPLEX_METHOD"
"1009","28323","LONG_METHOD"
"1010","28323","COMPLEX_METHOD"
"1011","28365","COMPLEX_METHOD"
"1012","28383","COMPLEX_METHOD"
"1013","28386","COMPLEX_METHOD"
"1014","28398","LONG_METHOD"
"1015","28398","BRAIN_METHOD"
"1016","28430","COMPLEX_METHOD"
"1017","28434","COMPLEX_METHOD"
"1018","28452","LONG_METHOD"
"1019","28458","LONG_METHOD"
"1020","28465","COMPLEX_METHOD"
"1021","28476","COMPLEX_METHOD"
"1022","28479","LONG_METHOD"
"1023","28479","COMPLEX_METHOD"
"1024","28490","BRAIN_METHOD"
"1025","28490","LONG_METHOD"
"1026","28490","COMPLEX_METHOD"
"1027","28508","LONG_METHOD"
"1028","28546","LONG_METHOD"
"1029","28557","LONG_METHOD"
"1030","28557","COMPLEX_METHOD"
"1031","28559","LONG_METHOD"
"1032","28559","COMPLEX_METHOD"
"1033","28597","LONG_METHOD"
"1034","28597","BRAIN_METHOD"
"1035","28638","BRAIN_METHOD"
"1036","28638","LONG_METHOD"
"1037","28638","COMPLEX_METHOD"
"1038","28647","COMPLEX_METHOD"
"1039","28653","COMPLEX_METHOD"
"1040","28655","COMPLEX_METHOD"
"1041","28660","COMPLEX_METHOD"
"1042","28668","LONG_METHOD"
"1043","28668","COMPLEX_METHOD"
"1044","28668","BRAIN_METHOD"
"1045","28682","LONG_METHOD"
"1046","28739","COMPLEX_METHOD"
"1047","28774","LONG_METHOD"
"1048","28774","COMPLEX_METHOD"
"1049","28774","BRAIN_METHOD"
"1050","28775","COMPLEX_METHOD"
"1051","28787","COMPLEX_METHOD"
"1052","28843","COMPLEX_METHOD"
"1053","28846","COMPLEX_METHOD"
"1054","28990","COMPLEX_METHOD"
"1055","29033","COMPLEX_METHOD"
"1056","29033","LONG_METHOD"
"1057","29044","COMPLEX_METHOD"
